epoch,split,loss,loss_cd,loss_occ,loss_delta,loss_partial,loss_repulsion,loss_gate_bce,loss_gate_sparsity,loss_delta_l2,gate_mean,gate_positive_target,loss_candidate_conf,loss_source_entropy,loss_fscore_proxy,hard_weight_mean,coarse_cd_pred_to_gt,coarse_cd_gt_to_pred,coarse_cd,refined_cd_pred_to_gt,refined_cd_gt_to_pred,refined_cd,cd_improvement_pct,coarse_fscore,refined_fscore,fscore_gain,n_samples,lr
29,train,0.06753005646272037,0.03874313775995106,0.0,0.00011448822886064522,0.012027918919612366,0.0011637466197748822,0.68788213367162,0.49566424584138596,0.0001955775085537479,0.49566424584138596,0.5041358432079928,,,,,,,,,,,,,,,,0.00010523359562429442
29,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.01975955571979284,0.022077721133828162,0.0418372767791152,3.7298380538926947,0.5883465176820755,0.6161762875318527,0.027829769849777253,800,0.00010523359562429442
30,train,0.0674868866694296,0.038705765565395484,0.0,0.00011447173101044029,0.012013592023437422,0.0011609111316201253,0.6877229490509222,0.4960661139822612,0.00019622906318169923,0.4960661139822612,0.5045436911330178,,,,,,,,,,,,,,,,0.00010000000000000007
30,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.01977803627029061,0.022007431946694852,0.04178546849638223,3.849052117350631,0.5883465176820755,0.6167890256643296,0.028442507982254117,800,0.00010000000000000007
31,train,0.06744593677271933,0.03866943931654466,0.0,0.0001144298707127597,0.012005208932328197,0.001159440726186429,0.6875780764566082,0.4967141448957758,0.0001967122545771168,0.4967141448957758,0.5051247925635927,,,,,,,,,,,,,,,,9.476640437570568e-05
31,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019825239088386296,0.021952241752296688,0.04177748080343008,3.867432292956697,0.5883465176820755,0.6162802588939666,0.027933741211891183,800,9.476640437570568e-05
32,train,0.06740681502468214,0.038636337789850365,0.0,0.0001144046273322525,0.01199534602261656,0.001158930016797903,0.6874108232232762,0.4971325946472943,0.00019728914105404357,0.4971325946472943,0.5055058807513123,,,,,,,,,,,,,,,,8.954715367323472e-05
32,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019774781223386526,0.022054186463356017,0.04182896763086319,3.748957918029139,0.5883465176820755,0.6163247847557067,0.02797826707363127,800,8.954715367323472e-05
33,train,0.06736852398552597,0.03860265295078319,0.0,0.00011444053955868936,0.011983559277136967,0.0011568547158252885,0.6872726418509923,0.497658353033545,0.00019824103688695718,0.497658353033545,0.5060010601610587,,,,,,,,,,,,,,,,8.435655349597696e-05
33,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019777173288166524,0.02203241450712085,0.041809587739408016,3.7935522471184275,0.5883465176820755,0.616624773144722,0.028278255462646507,800,8.435655349597696e-05
34,train,0.06733205799303418,0.0385709869084455,0.0,0.00011443611301633688,0.011977354385481231,0.0011561379592399273,0.6871321915526998,0.4981168413083241,0.0001986756116353142,0.4981168413083241,0.5064236697473953,,,,,,,,,,,,,,,,7.920883091822411e-05
34,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019745675567537545,0.02210263943299651,0.04184831503778696,3.704438337856124,0.5883465176820755,0.6169943368434906,0.028647819161415122,800,7.920883091822411e-05
35,train,0.06729618392263506,0.0385400885176109,0.0,0.00011440557732884754,0.011972949517688193,0.0011543307481292472,0.686986986278237,0.49855308595906955,0.00019918059772585042,0.49855308595906955,0.5068214430393007,,,,,,,,,,,,,,,,7.411809548974798e-05
35,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019723990932106972,0.02214976953342557,0.041873760521411896,3.6458867059632802,0.5883465176820755,0.6166667288541794,0.028320211172103926,800,7.411809548974798e-05
36,train,0.06726181072047703,0.03851121075220986,0.0,0.00011444247173724469,0.011963526954877481,0.001153785578857296,0.6868299669418988,0.49900321602360576,0.00019993422455748329,0.49900321602360576,0.5072216344827581,,,,,,,,,,,,,,,,6.909830056250531e-05
36,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019803936425596476,0.022024390231817962,0.04182832680642605,3.750432494700756,0.5883465176820755,0.6164746767282486,0.028128159046173162,800,6.909830056250531e-05
37,train,0.06722919242420557,0.038483141627818886,0.0,0.00011446766864764492,0.011957739286992775,0.001152585942943183,0.68669826002953,0.4993806835829652,0.0002006127923130624,0.4993806835829652,0.5075970173277031,,,,,,,,,,,,,,,,6.416320504547001e-05
37,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019775768257677556,0.022087361589074136,0.04186312984675169,3.670348545975903,0.5883465176820755,0.6164910233020783,0.028144505620002813,800,6.416320504547001e-05
38,train,0.06719830001728565,0.03845659416623533,0.0,0.00011444208641281462,0.011950183586767206,0.0011520161474433952,0.6865718679688768,0.49979697637700166,0.00020103786681423377,0.49979697637700166,0.5079647364503175,,,,,,,,,,,,,,,,5.932633569242003e-05
38,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019761860370635986,0.022083369214087725,0.041845229379832746,3.711538627689294,0.5883465176820755,0.6167484819889069,0.028401964306831395,800,5.932633569242003e-05
39,train,0.06716689436780295,0.0384302360300347,0.0,0.00011444356057566372,0.011945496062315642,0.0011507241479761401,0.686431281050551,0.5001140491268636,0.00020147928122791277,0.5001140491268636,0.508268023676006,,,,,,,,,,,,,,,,5.460095002604535e-05
39,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019748167488723992,0.022123072184622287,0.041871239505708216,3.6516877190488906,0.5883465176820755,0.6162752550840378,0.027928737401962334,800,5.460095002604535e-05
40,train,0.06713833809022347,0.038405518628109696,0.0,0.00011446100021039446,0.011939387830218052,0.001150129346436297,0.686316876665523,0.5005184786547487,0.00020211764312648043,0.5005184786547487,0.5086478925356873,,,,,,,,,,,,,,,,5.000000000000005e-05
40,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.01976981619372964,0.02208977470174432,0.04185959067195654,3.6784924061148714,0.5883465176820755,0.6165579336881638,0.02821141600608834,800,5.000000000000005e-05
41,train,0.06711257491847022,0.03838379717314197,0.0,0.0001144863484534813,0.011935462101919588,0.0011488651602511247,0.6862021001711003,0.5008000964159994,0.00020275851575673667,0.5008000964159994,0.5088947028629297,,,,,,,,,,,,,,,,4.553609649849735e-05
41,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.01976169243454933,0.022091954592615367,0.04185364700853825,3.6921691433187123,0.5883465176820755,0.6165973573923111,0.028250839710235676,800,4.553609649849735e-05
42,train,0.0670878978364873,0.038361944113192076,0.0,0.00011450593199673218,0.011931790630855098,0.0011486870452747766,0.6861115916205796,0.5012107271966455,0.00020306625888859807,0.5012107271966455,0.509283180298692,,,,,,,,,,,,,,,,4.1221474770752725e-05
42,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019763529915362597,0.022116983328014612,0.041880513355135915,3.630348017830238,0.5883465176820755,0.6162563037872314,0.02790978610515593,800,4.1221474770752725e-05
43,train,0.0670636423170764,0.038342166051252125,0.0,0.00011451477081477482,0.01192755978770476,0.001148042500467507,0.6859870531294373,0.5014845259870238,0.00020352301945798521,0.5014845259870238,0.509538461989556,,,,,,,,,,,,,,,,3.7067960895016295e-05
43,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.01976212339475751,0.022139182053506373,0.04190130565315485,3.5825036538654738,0.5883465176820755,0.6161859691143036,0.0278394514322281,800,3.7067960895016295e-05
44,train,0.06703964001866812,0.03832185017238132,0.0,0.00011454077438821745,0.011922713278621551,0.0011479071970489842,0.6858834069384717,0.5017364855828962,0.00020415098344663405,0.5017364855828962,0.5097800027198518,,,,,,,,,,,,,,,,3.308693936411423e-05
44,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.01975170524790883,0.022121670991182327,0.041873376220464706,3.646771006215836,0.5883465176820755,0.6164982086420059,0.02815169095993042,800,3.308693936411423e-05
45,train,0.06702017172767864,0.03830522055259928,0.0,0.00011453985210534722,0.011916607579762505,0.0011469632897113077,0.6858015809514653,0.502003543881143,0.0002044182891684519,0.502003543881143,0.5100160487312957,,,,,,,,,,,,,,,,2.9289321881345275e-05
45,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019782568980008363,0.02211621293798089,0.041898782067000866,3.5883105817162426,0.5883465176820755,0.6161209338903427,0.02777441620826726,800,2.9289321881345275e-05
46,train,0.06700175038108439,0.03828955014364322,0.0,0.00011456933700152884,0.011916592429700081,0.0011464488165916424,0.6857223797410579,0.5021871548868029,0.00020488194528058703,0.5021871548868029,0.5101884307945584,,,,,,,,,,,,,,,,2.5685517452260618e-05
46,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.01978746637701988,0.022100236918777227,0.041887703351676464,3.613803391013223,0.5883465176820755,0.6161590647697449,0.027812547087669448,800,2.5685517452260618e-05
47,train,0.06698438512651977,0.03827511363681807,0.0,0.00011459581011328754,0.011912477963816422,0.0011458116861097288,0.6856396767989106,0.5024002892479983,0.00020530244252543685,0.5024002892479983,0.510391015100716,,,,,,,,,,,,,,,,2.228540385430293e-05
47,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.01976370319724083,0.02214545466005802,0.04190915800631046,3.5644349035034493,0.5883465176820755,0.6161514288187027,0.027804911136627197,800,2.228540385430293e-05
48,train,0.06696651160330287,0.03826022686458371,0.0,0.00011459693337891848,0.011910457194904673,0.001145352979062983,0.685553986712887,0.5026260957344009,0.0002055385654937082,0.5026260957344009,0.5105893793585286,,,,,,,,,,,,,,,,1.9098300562505283e-05
48,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019772194176912308,0.0221172764711082,0.04188947066664696,3.609736689939023,0.5883465176820755,0.6162430900335312,0.027896572351455706,800,1.9098300562505283e-05
49,train,0.06695249752197589,0.038248079436538567,0.0,0.00011462319748467662,0.011907494114737594,0.0011447069716877918,0.6855004411386166,0.502779509335312,0.00020589276596848905,0.502779509335312,0.5107359609703936,,,,,,,,,,,,,,,,1.613294320545762e-05
49,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019774332344532013,0.022138248216360807,0.04191258061677217,3.556559265106451,0.5883465176820755,0.6161181616783142,0.02777164399623877,800,1.613294320545762e-05
50,train,0.06694003717674529,0.0382374464017393,0.0,0.00011463071428813902,0.011907206734098301,0.0011447332851503358,0.6854455613879326,0.5029536836519879,0.00020615433526666621,0.5029536836519879,0.5109092818973211,,,,,,,,,,,,,,,,1.339745962155614e-05
50,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.01975344428792596,0.022155951336026193,0.041909395679831506,3.5638880020289085,0.5883465176820755,0.616223829984665,0.027877312302589496,800,1.339745962155614e-05
51,train,0.06692961386591607,0.03822845625390275,0.0,0.0001146505150695479,0.011902489461835777,0.0011445047509938031,0.6854061894427341,0.5030647669623136,0.00020637762124403594,0.5030647669623136,0.511011490632262,,,,,,,,,,,,,,,,1.0899347581163231e-05
51,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.01976071499288082,0.022150278948247434,0.041910993792116644,3.5602106468006856,0.5883465176820755,0.6162105017900467,0.027863984107971196,800,1.0899347581163231e-05
52,train,0.06691926753344883,0.038219773932090126,0.0,0.0001146658683686313,0.011901882651438376,0.0011443720799371958,0.6853573421362946,0.5032026774313225,0.00020666098242096164,0.5032026774313225,0.5111220395084509,,,,,,,,,,,,,,,,8.64545423573991e-06
52,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019776213224977256,0.02212759533897042,0.04190380852669477,3.576744387020954,0.5883465176820755,0.6161179625988007,0.02777144491672523,800,8.64545423573991e-06
53,train,0.066909778180256,0.03821197142058285,0.0,0.00011468044369468519,0.011903204472271663,0.0011436904171877194,0.6853083679190266,0.5033164569385008,0.00020680147120676377,0.5033164569385008,0.5112427484916758,,,,,,,,,,,,,,,,6.641957350279831e-06
53,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019755854662507774,0.02215412026271224,0.041909974925220014,3.562555122557506,0.5883465176820755,0.6161494207382202,0.027802903056144745,800,6.641957350279831e-06
54,train,0.06690256424095999,0.03820591100683402,0.0,0.00011468491547975369,0.0119001903735237,0.0011437423082085534,0.6852762288378458,0.5034054314346356,0.00020691076672885644,0.5034054314346356,0.5113180434091653,,,,,,,,,,,,,,,,4.89434837048465e-06
54,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.01977551920339465,0.022134913317859172,0.04191043257713318,3.561502037194711,0.5883465176820755,0.6160487395524978,0.027702221870422372,800,4.89434837048465e-06
55,train,0.06689706787442319,0.038201179344069226,0.0,0.00011468448893427165,0.011899449069038535,0.0011433566289881633,0.6852544842340352,0.5034607034701132,0.00020700310609576744,0.5034607034701132,0.5113580578404326,,,,,,,,,,,,,,,,3.407417371093171e-06
55,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019768354520201682,0.022138477377593516,0.04190683200955391,3.569787165927732,0.5883465176820755,0.6160501086711884,0.027703590989112903,800,3.407417371093171e-06
56,train,0.06689106980323264,0.03819640247179026,0.0,0.00011469344624074167,0.011898081064685019,0.0011436168907232344,0.6852222013907957,0.5035006071835312,0.00020717688273718968,0.5035006071835312,0.5114297297434014,,,,,,,,,,,,,,,,2.1852399266194327e-06
56,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019770610593259335,0.02214020300656557,0.041910813637077805,3.560625194689544,0.5883465176820755,0.6159884601831436,0.027641942501068106,800,2.1852399266194327e-06
57,train,0.06697008529197246,0.03827614302109923,0.0,0.0001151906847083252,0.011880670169640745,0.0011437859605726813,0.6851969597618058,0.5037457257421492,0.00020777349261122814,0.5037457257421492,0.5115885187061074,,,,,,,,,,,,,,,,1.2311659404862349e-06
57,val,,,,,,,,,,,,,,,,0.019779855608940123,0.02367834197357297,0.04345819715410471,0.019767996463924645,0.02214461287483573,0.041912609077990055,3.5564937740834766,0.5883465176820755,0.6159965389966965,0.02765002131462102,800,1.2311659404862349e-06
